"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","E","F","species","year"
"244",1366,1285.98,0.57,1370.76,1330.61,0.568712,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2005
"245",1424.57,1287.21,0.59,1433.89,1114.68,0.584237,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2006
"246",1459.34,1300.43,0.55,1462.98,1309.13,0.545432,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2007
"247",1509.94,1289.17,0.61,1508.78,1168.45,0.609301,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2008
"248",1508.9,1311.88,0.6,1516.8,1331.85,0.598805,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2009
"249",1511.46,1302.27,0.62,1528.93,49.3305,0.611986,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2010
"250",1499.33,1283.02,0.66,1511.61,49.3407,0.649064,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2011
"251",1467.36,1318.03,0.63,1459.02,48.9039,0.627918,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2012
"252",1465.17,1298.44,0.61,1425.19,1289.57,0.624469,"D100-E0-F0-sna",7,"D100","E0","F0","sna",2013
"253",7707.06,1674.17,0,7788.78,1689.77,0,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1978
"254",7796.9,1675.48,0.45,7878.45,1691.08,0.453344,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1979
"255",5629.65,1620.77,0.52,5714.99,1426.48,0.521969,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1980
"256",4098.28,1612.14,0.63,4188.29,1710.1,0.628677,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1981
"257",3020.36,1507.43,0.54,3114.08,1452.62,0.535482,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1982
"258",2581.02,1454.4,0.62,2676.44,1605.23,0.611792,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1983
"259",2258.18,1418.28,0.48,2350.16,1160.7,0.472928,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1984
"260",2220.44,1419.93,0.5,2299.97,1698,0.494783,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1985
"261",2184.46,1403.47,0.45,2246.79,1237.48,0.449557,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1986
"262",2200.46,1423.77,0.46,2251.28,1171.22,0.464072,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1987
"263",2183.44,1440.26,0.47,2230.1,1895.79,0.476366,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1988
"264",2138.21,1445.75,0.47,2181.81,943.314,0.476558,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1989
"265",2087.61,1419.47,0.69,2128.54,1676.02,0.699226,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1990
"266",1845.2,1372.31,0.57,1881.14,1537.09,0.577717,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1991
"267",1784.32,1375.34,0.58,1805.81,1372.26,0.591174,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1992
"268",1745,1358.15,0.62,1753.79,1406.69,0.639806,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1993
"269",1698.46,1349.39,0.86,1697.92,1243.83,0.896321,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1994
"270",1518.84,1304.23,0.91,1512.83,1386.9,0.955467,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1995
"271",1387.04,1285.39,0.89,1393.63,993.447,0.933078,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1996
"272",1318.73,1256.68,0.93,1351.46,1595.28,0.950965,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1997
"273",1260.02,1256.88,0.77,1313.94,1173.42,0.765601,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1998
"274",1292.07,1235.53,0.71,1351.67,1311.27,0.698394,"D100-E0-F0-sna",8,"D100","E0","F0","sna",1999
"275",1337.18,1276.58,0.73,1390.01,1239.83,0.720932,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2000
"276",1348.08,1263.03,0.58,1386.39,1577.38,0.580254,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2001
"277",1420.78,1312.63,0.71,1451.73,1170.47,0.719855,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2002
"278",1391,1274.36,0.74,1428.88,1256.66,0.750098,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2003
"279",1347.1,1260.39,0.64,1398.89,1236.29,0.640013,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2004
"280",1368.52,1291.57,0.57,1436.14,1283.58,0.562239,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2005
"281",1425.54,1293,0.59,1515.5,1107.56,0.573595,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2006
"282",1458.99,1297.33,0.55,1571.05,1451.2,0.525249,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2007
"283",1507.65,1302.02,0.61,1627.67,1176.45,0.575033,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2008
"284",1503.23,1309.13,0.6,1616.68,880.285,0.56541,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2009
"285",1502.97,1309.45,0.62,1601.21,58.4053,0.59001,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2010
"286",1491.06,1284.68,0.66,1567.79,58.4561,0.637748,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2011
"287",1461.92,1293.46,0.63,1516.17,57.9888,0.621069,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2012
"288",1463.04,1297.91,0.61,1486.08,1312.22,0.615973,"D100-E0-F0-sna",8,"D100","E0","F0","sna",2013
"289",7707.06,1674.17,0,7744.45,1681.47,0,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1978
"290",7796.9,1675.48,0.45,7834.3,1682.78,0.447841,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1979
"291",5629.65,1626.96,0.52,5666.59,1604.73,0.516644,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1980
"292",4098.28,1593.78,0.63,4135.71,1051.52,0.624281,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1981
"293",3020.36,1555.77,0.54,3058.89,2049.22,0.53337,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1982
"294",2581.04,1479.79,0.62,2621.22,1431.49,0.610392,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1983
"295",2258.3,1430.94,0.48,2297.6,1520.89,0.47153,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1984
"296",2220.76,1418.3,0.5,2248.44,1151.59,0.492045,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1985
"297",2185.35,1452.2,0.45,2181.85,1775.45,0.447962,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1986
"298",2204.12,1438,0.46,2173.89,1212.81,0.467606,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1987
"299",2192.98,1447.19,0.47,2163.36,1845.68,0.483077,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1988
"300",2153.95,1393.83,0.47,2139.94,1256.97,0.479414,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1989
"301",2107.16,1428.64,0.69,2103.24,1361.74,0.696,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1990
"302",1865.39,1386.72,0.57,1867.94,1554.91,0.572723,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1991
"303",1806.12,1356.14,0.58,1820.1,1117.31,0.5802,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1992
"304",1765.79,1344.44,0.62,1801.83,1248.99,0.612401,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1993
"305",1712.72,1362.04,0.86,1774.67,1585.03,0.829197,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1994
"306",1522.49,1315.61,0.91,1599.04,985.344,0.85525,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1995
"307",1384.87,1277.65,0.89,1463.1,1330.88,0.828345,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1996
"308",1315.46,1257.08,0.93,1384.34,1432.53,0.866609,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1997
"309",1256.22,1232.07,0.77,1305.05,909.768,0.728706,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1998
"310",1288.06,1259.99,0.71,1319.47,1389.65,0.68828,"D100-E0-F0-sna",9,"D100","E0","F0","sna",1999
"311",1334.86,1265.08,0.73,1350.82,1645.51,0.719254,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2000
"312",1347.95,1259.09,0.58,1347.16,674.463,0.580359,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2001
"313",1421,1293.15,0.71,1410.81,2039.74,0.72106,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2002
"314",1389.79,1269.62,0.74,1372.67,461.129,0.756379,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2003
"315",1344.65,1269.85,0.64,1324.19,1524.1,0.658046,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2004
"316",1366.1,1272.85,0.57,1357.62,971.327,0.584309,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2005
"317",1422.87,1291.88,0.59,1429.91,1527.92,0.593747,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2006
"318",1454.76,1293.26,0.55,1472.77,1097.89,0.546041,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2007
"319",1501.37,1308.41,0.61,1513.73,1304.2,0.603122,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2008
"320",1496.25,1321.66,0.6,1478.61,1192.25,0.603047,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2009
"321",1496.31,1313.76,0.62,1441.79,68.7882,0.646868,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2010
"322",1484.71,1320.16,0.66,1404.1,69.5349,0.713376,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2011
"323",1456.15,1313.16,0.63,1361.49,68.963,0.693711,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2012
"324",1458.83,1296.87,0.61,1345.61,1271.1,0.679453,"D100-E0-F0-sna",9,"D100","E0","F0","sna",2013
"325",7707.06,1674.17,0,7765.06,1684.68,0,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1978
"326",7796.9,1675.48,0.45,7854.74,1685.99,0.456651,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1979
"327",5629.65,1597.11,0.52,5691.27,1650.5,0.527431,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1980
"328",4098.28,1602.53,0.63,4166.33,1422.45,0.637814,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1981
"329",3020.35,1514.9,0.54,3095.03,1685.14,0.545094,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1982
"330",2580.91,1462.02,0.62,2661.43,1179.16,0.62382,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1983
"331",2257.45,1427.04,0.48,2342.83,1837.64,0.481651,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1984
"332",2217.76,1436.69,0.5,2306.41,1146.09,0.500901,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1985
"333",2178.97,1419.64,0.45,2264.23,1648.29,0.450762,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1986
"334",2193.46,1438.67,0.46,2270.79,1302.47,0.462268,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1987
"335",2177.76,1432.44,0.47,2246.5,1296.43,0.474463,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1988
"336",2136.22,1432.02,0.47,2204.39,1272.4,0.475722,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1989
"337",2090.42,1402.3,0.69,2165.61,1939.66,0.695267,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1990
"338",1852.85,1362.43,0.57,1934.68,963.425,0.569253,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1991
"339",1795.27,1365.71,0.58,1877.18,1415.48,0.576585,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1992
"340",1756.17,1362.23,0.62,1822.71,1446.36,0.618626,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1993
"341",1705.88,1346.27,0.86,1750.25,1504.56,0.871568,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1994
"342",1519.22,1291.56,0.91,1558.37,1132.88,0.936214,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1995
"343",1381.66,1279.64,0.89,1430.63,1184.33,0.907614,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1996
"344",1310.7,1258.74,0.93,1362.24,1348.15,0.935837,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1997
"345",1252.37,1221.02,0.77,1305.06,1289.22,0.776206,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1998
"346",1285.73,1267.84,0.71,1350.15,1142.65,0.713331,"D100-E0-F0-sna",10,"D100","E0","F0","sna",1999
"347",1331.64,1270.06,0.73,1406.06,1474.99,0.723831,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2000
"348",1342.42,1256.9,0.58,1412.63,1174.59,0.573074,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2001
"349",1414.27,1265.63,0.71,1476.24,1125.37,0.707903,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2002
"350",1383.82,1293.85,0.74,1444.1,1466.93,0.742109,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2003
"351",1340.38,1267.37,0.64,1404.79,1214.18,0.639594,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2004
"352",1363.66,1268.63,0.57,1435.7,1163.69,0.566798,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2005
"353",1421.55,1303.49,0.59,1500.25,1934.63,0.58365,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2006
"354",1452.96,1297.74,0.55,1529.71,426.245,0.542991,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2007
"355",1498.78,1321.7,0.61,1571.15,1819.89,0.604994,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2008
"356",1494.34,1301.41,0.6,1566.46,747.843,0.597165,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2009
"357",1495.84,1314.61,0.62,1573.9,70.5637,0.615505,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2010
"358",1485.71,1312.05,0.66,1580.21,77.0949,0.648734,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2011
"359",1458.78,1286.65,0.63,1556.92,67.685,0.61095,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2012
"360",1462.83,1297.86,0.61,1533.33,1320.57,0.596535,"D100-E0-F0-sna",10,"D100","E0","F0","sna",2013
"361",7707.06,1674.17,0,7859.07,1704,0,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1978
"362",7796.9,1675.48,0.45,7948.71,1705.31,0.448537,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1979
"363",5629.65,1654.34,0.52,5785.71,2145.16,0.513576,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1980
"364",4098.28,1554.32,0.63,4258.14,685.609,0.613888,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1981
"365",3020.37,1542.65,0.54,3182.12,1825.48,0.519096,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1982
"366",2581.15,1481.56,0.62,2744.97,1206.51,0.589544,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1983
"367",2258.92,1428.41,0.48,2430.53,1763.15,0.452979,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1984
"368",2222.36,1426.94,0.5,2408.54,1572.26,0.468931,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1985
"369",2186.42,1437.29,0.45,2362.09,951.016,0.420897,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1986
"370",2201.9,1423.03,0.46,2334,1770.44,0.43618,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1987
"371",2187.02,1421.94,0.47,2272.57,1000.99,0.457624,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1988
"372",2146.43,1432.85,0.47,2209.41,1983.54,0.467839,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1989
"373",2100.33,1401.83,0.69,2166.55,820.073,0.689086,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1990
"374",1860.13,1372.57,0.57,1925.35,1784.65,0.564477,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1991
"375",1799.98,1366.39,0.58,1849.44,895.252,0.57608,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1992
"376",1757.6,1364.9,0.62,1787.56,1799.96,0.62444,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1993
"377",1704.3,1350.16,0.86,1723.14,951.23,0.877066,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1994
"378",1516.57,1323.05,0.91,1527.56,2078.69,0.932582,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1995
"379",1380.29,1264.79,0.89,1378.17,380.882,0.920107,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1996
"380",1311.33,1237.93,0.93,1292.12,1765.54,0.979077,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1997
"381",1254.48,1240.33,0.77,1223.14,1110.79,0.825029,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1998
"382",1289.09,1250.54,0.71,1257.87,1665.78,0.765028,"D101-E0-F0-sna",1,"D101","E0","F0","sna",1999
"383",1336.86,1275.05,0.73,1318.64,462.984,0.779618,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2000
"384",1348.61,1264.12,0.58,1335.9,1786.26,0.611398,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2001
"385",1418.89,1276.99,0.71,1398.3,1408.38,0.749144,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2002
"386",1385.15,1289.9,0.74,1368.72,1012.46,0.784894,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2003
"387",1339.52,1278.45,0.64,1338.35,883.197,0.671203,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2004
"388",1362.14,1281.22,0.57,1358.33,1861.29,0.591591,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2005
"389",1420.75,1306.39,0.59,1402.93,829.138,0.618446,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2006
"390",1454.1,1295.88,0.55,1438.83,1226.66,0.58204,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2007
"391",1501.95,1303.33,0.61,1486.26,292.616,0.642751,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2008
"392",1499.01,1303.75,0.6,1458,306.474,0.637708,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2009
"393",1501.85,1294.9,0.62,1432.87,307.081,0.678926,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2010
"394",1492.57,1303.78,0.66,1398.55,304.947,0.743754,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2011
"395",1464.79,1299.5,0.63,1311.34,299.175,0.73969,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2012
"396",1465.99,1298.64,0.61,1171.87,1228.66,0.800288,"D101-E0-F0-sna",1,"D101","E0","F0","sna",2013
"397",7707.06,1674.17,0,8013.82,1735.43,0,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1978
"398",7796.9,1675.48,0.45,8103.68,1736.74,0.42901,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1979
"399",5629.65,1644.19,0.52,5934.91,1143.45,0.486246,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1980
"400",4098.28,1600.66,0.63,4401.94,818.38,0.573195,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1981
"401",3020.36,1525.56,0.54,3322.19,2122.29,0.477663,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1982
"402",2581.12,1487.42,0.62,2881.61,1321.83,0.535771,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1983
"403",2258.82,1451.01,0.48,2544,1665.5,0.409894,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1984
"404",2222.61,1449.79,0.5,2452.37,924.003,0.431374,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1985
"405",2188.67,1423.3,0.45,2309.75,2132.17,0.404998,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1986
"406",2207.17,1443.01,0.46,2223.75,1375.06,0.443076,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1987
"407",2194.4,1411.34,0.47,2156.35,641.39,0.477603,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1988
"408",2155.57,1426.98,0.47,2102.71,1865.92,0.486237,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1989
"409",2111.8,1423.29,0.69,2055.48,1252.35,0.715702,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1990
"410",1872.17,1377.64,0.57,1827.06,1635.53,0.591951,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1991
"411",1811.28,1384.73,0.58,1787.18,1151.33,0.594622,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1992
"412",1766.67,1374.07,0.62,1733.62,1540.91,0.628667,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1993
"413",1710.44,1351.31,0.86,1642.52,1129.82,0.89772,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1994
"414",1520.51,1294.21,0.91,1429.65,1466.67,0.994745,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1995
"415",1384.96,1282.24,0.89,1299.04,2066.88,0.982218,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1996
"416",1318.22,1245.37,0.93,1245.21,370.647,1.01224,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1997
"417",1262.87,1244.56,0.77,1194.98,1690.32,0.83069,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1998
"418",1297.17,1253.84,0.71,1228.63,1561.48,0.764582,"D101-E0-F0-sna",2,"D101","E0","F0","sna",1999
"419",1342.03,1258.84,0.73,1287.71,708.155,0.781379,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2000
"420",1350.3,1282.71,0.58,1342.92,1539.5,0.599892,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2001
"421",1419.81,1270.41,0.71,1456,647.986,0.693858,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2002
"422",1387.2,1268.67,0.74,1444.62,1582.81,0.699883,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2003
"423",1342.53,1279.19,0.64,1419.06,1944.88,0.598266,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2004
"424",1364.73,1269.54,0.57,1449.94,408.747,0.525196,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2005
"425",1422.41,1291.29,0.59,1487.99,1150.02,0.546636,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2006
"426",1454.88,1312.48,0.55,1477.45,1070.92,0.526746,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2007
"427",1500.94,1313.13,0.61,1490.56,520.145,0.610077,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2008
"428",1495.25,1312.16,0.6,1492.25,345.27,0.609199,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2009
"429",1495.61,1292.49,0.62,1498.41,346.738,0.617087,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2010
"430",1484.96,1315.85,0.66,1438.04,342.712,0.666309,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2011
"431",1458.04,1305.07,0.63,1305.71,332.989,0.69409,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2012
"432",1462.56,1297.79,0.61,1148.47,1235.37,0.783851,"D101-E0-F0-sna",2,"D101","E0","F0","sna",2013
"433",7707.06,1674.17,0,7662.32,1665.54,0,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1978
"434",7796.9,1675.48,0.45,7752.33,1666.85,0.446076,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1979
"435",5629.65,1648.34,0.52,5580.74,970.312,0.51717,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1980
"436",4098.28,1616.03,0.63,4046.32,2481.54,0.629568,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1981
"437",3020.37,1504.73,0.54,2967.69,1750.58,0.541788,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1982
"438",2581.14,1477.18,0.62,2527.91,815.574,0.623376,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1983
"439",2259,1440.78,0.48,2195.36,1335.71,0.483669,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1984
"440",2223.38,1418.29,0.5,2134.23,1422.18,0.509239,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1985
"441",2190.42,1421.47,0.45,2097.87,1860.12,0.466158,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1986
"442",2208.84,1435.62,0.46,2157.11,488.217,0.470484,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1987
"443",2193.68,1433.55,0.47,2172.26,1557.02,0.463888,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1988
"444",2150.73,1418.27,0.47,2110.74,2433.73,0.46095,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1989
"445",2102.19,1424.9,0.69,2025.44,642.473,0.700288,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1990
"446",1859.45,1383.62,0.57,1759.29,1190.89,0.597931,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1991
"447",1798.1,1380.95,0.58,1672.59,1857.65,0.615388,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1992
"448",1756.46,1342.64,0.62,1598.97,1710.97,0.680247,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1993
"449",1704.9,1348.46,0.86,1556.99,1049.19,0.978404,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1994
"450",1519.14,1295.9,0.91,1410.91,1262.04,0.997122,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1995
"451",1385.23,1269.66,0.89,1287.52,1708.64,0.95204,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1996
"452",1318.18,1250.33,0.93,1221.61,1069.78,1.02914,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1997
"453",1260.28,1258.93,0.77,1208.03,815.941,0.826163,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1998
"454",1291.12,1254.99,0.71,1295.65,618.134,0.700484,"D101-E0-F0-sna",3,"D101","E0","F0","sna",1999
"455",1334.1,1256.97,0.73,1369.93,2653.71,0.687101,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2000
"456",1342.74,1270.09,0.58,1401.38,730.799,0.538064,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2001
"457",1413.55,1299.97,0.71,1488.07,1770.54,0.644816,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2002
"458",1384.04,1290.37,0.74,1432.21,775.364,0.669126,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2003
"459",1342.69,1282.34,0.64,1327.09,483.313,0.613256,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2004
"460",1366.54,1264.03,0.57,1329.33,1657.16,0.585033,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2005
"461",1424.36,1281.14,0.59,1433.28,1335.06,0.591071,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2006
"462",1457.73,1289.9,0.55,1523.86,342.74,0.51334,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2007
"463",1507.04,1322.71,0.61,1579.05,357.651,0.548667,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2008
"464",1504.67,1300.65,0.6,1508.27,368.105,0.556002,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2009
"465",1505.35,1324.31,0.62,1414.18,362.081,0.634495,"D101-E0-F0-sna",3,"D101","E0","F0","sna",2010
